category,model,base_model,type,application,speed,needle,image_file,description
Apparel,MH-380,MH-380,Button Sewing & Bartacking Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MH-380.png,"Type: Button Sewing & Bartacking Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MS-3580,MS-3580,Button Sewing & Bartacking Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MS-3580.png,"Type: Button Sewing & Bartacking Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MS-1190,MS-1190,Button Sewing & Bartacking Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MS-1190.png,"Type: Button Sewing & Bartacking Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MP-200N,MP-200N,Button Sewing & Bartacking Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MP-200N.png,"Type: Button Sewing & Bartacking Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,ML-111U,ML-111U,Button Sewing & Bartacking Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),ML-111U.png,"Type: Button Sewing & Bartacking Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,DDL-8700A-7,DDL-8700A,1-needle Lockstitch Machine,Light- to Medium-weight,"5,000 sti/min",DBx1 (#11),DDL-8700A.png,"Type: 1-needle Lockstitch Machine • Application: Light- to Medium-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,DDL-8700H-7,DDL-8700H,1-needle Lockstitch Machine,Light- to Medium-weight,"5,000 sti/min",DBx1 (#11),DDL-8700H.png,"Type: 1-needle Lockstitch Machine • Application: Light- to Medium-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,CP-180,CP-180,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),CP-180.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,DLM-5200N,DLM-5200N,1-needle Lockstitch Machine,Light- to Medium-weight,"5,000 sti/min",DBx1 (#11),DLM-5200N.png,"Type: 1-needle Lockstitch Machine • Application: Light- to Medium-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,LH-3578A-7,LH-3578A,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LH-3578A.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LH-3500A,LH-3500A,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LH-3500A.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LH-4588C-7,LH-4588C,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LH-4588C.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LH-3588A-7,LH-3588A,Lockstitch Sewing Machine,Light- to Medium-weight,"5,000 sti/min",DBx1 (#11),LH-3588A.png,"Type: Lockstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MO-6700S,MO-6700S,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6700S.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6816D,MO-6816D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6816D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6804D,MO-6804D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6804D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6814D,MO-6814D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6814D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6843D,MO-6843D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6843D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6714DA,MO-6714D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6714D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6704DA,MO-6704D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6704D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6716DA,MO-6716D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6716D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6743DA,MO-6743D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6743D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6804S,MO-6804S,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6804S.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6814S,MO-6814S,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6814S.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6816S,MO-6816S,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6816S.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6814AD/DD23,MO-6814A,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6814A.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6804AS,MO-6804A,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6804A.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6816AS,MO-6816A,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6816A.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6843AS,MO-6843A,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6843A.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6904S,MO-6904S,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6904S.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6914S,MO-6914S,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6914S.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6916S,MO-6916S,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6916S.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6904R,MO-6904R,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6904R.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6914R,MO-6914R,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6914R.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6916R,MO-6916R,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6916R.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6900G,MO-6900G,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6900G.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6916J,MO-6916J,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6916J.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6904J,MO-6904J,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6904J.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6914J,MO-6914J,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6914J.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6904G,MO-6904G,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6904G.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6914G,MO-6914G,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6914G.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6916G,MO-6916G,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6916G.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,MO-6904C,MO-6904C,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),MO-6904C.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,AK-156,AK-156,Zigzag Stitching Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AK-156.png,"Type: Zigzag Stitching Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LZ-391N,LZ-391N,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LZ-391N.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LZ-2280NU,LZ-2280N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LZ-2280N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LLXX--22--663300--MM11,LLXX,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LLXX.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MF-7500D-E11,MF-7500D,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),MF-7500D.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LX-2-630-M1,LX,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LX.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MF-7523-E11,MF-7523,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),MF-7523.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MF-7913DRH24,MF-7913D,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MF-7913D.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MF-7523D-C11,MF-7523D,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MF-7523D.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MF-7923-U11,MF-7923,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MF-7923.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MF-7923D-H23,MF-7923D,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MF-7923D.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MF-7223D-U10,MF-7223D,Interlock / Coverstitch Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MF-7223D.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MH-382,MH-382,Interlock / Coverstitch Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MH-382.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,FLG-8,FLG,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),FLG.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MS-3580S,MS-3580S,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MS-3580S.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MH-484-5,MH-484,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MH-484.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MH-486-5,MH-486,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MH-486.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MS-1261,MS-1261,Lockstitch Sewing Machine,Light- to Medium-weight,"5,000 sti/min",DBx1 (#11),MS-1261.png,"Type: Lockstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MS-1190M,MS-1190M,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),MS-1190M.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,MS-1261M,MS-1261M,Button Sewing & Bartacking Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MS-1261M.png,"Type: Button Sewing & Bartacking Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,LBH-1795AN,LBH-1795A,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),LBH-1795A.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,LBH-1796AN,LBH-1796A,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),LBH-1796A.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,MB-1800B,MB-1800B,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),MB-1800B.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,MB-1800S,MB-1800S,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),MB-1800S.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,MB-1373,MB-1373,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MB-1373.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LBH-782,LBH-782,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),LBH-782.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,MEB-3900J,MEB-3900J,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),MEB-3900J.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,MEB-3900C,MEB-3900C,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),MEB-3900C.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,IP-510,IP-510,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),IP-510.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1920,LK-1920,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),LK-1920.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,LK-1910S,LK-1910S,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1910S.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1910H,LK-1910H,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1910H.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,APW-896NS,APW-896N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),APW-896N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,AP-895NE,AP-895N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AP-895N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,AP-874,AP-874,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),AP-874.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,IP-420,IP-420,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),IP-420.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
